group_run,sub_id,run_id,MAE_glideslope_error_deg,RMSE_glideslope_error_deg,R2_glideslope_error_deg,MAE_localizer_error_deg,RMSE_localizer_error_deg,R2_localizer_error_deg,MAE_airspeed_error_kts,RMSE_airspeed_error_kts,R2_airspeed_error_kts,MAE_total_error,RMSE_total_error,R2_total_error
11_1,11,1,0.10775173344453175,0.13806380571356358,0.9666144634873888,0.06127010574832558,0.07407840258373148,0.9807049992461923,0.04299573643287023,0.05930589555667515,0.9724973617946222,0.11699416860262553,0.15069449736442134,0.9468745536988865
11_10,11,10,0.06309347280899684,0.09836675076876428,0.9173410968340264,0.031932345982392626,0.03729115458329476,0.9600509523453665,0.033197903007660054,0.047907424914716924,0.9230341071569196,0.07385495522499085,0.1138276536746155,0.9445128845924401
11_11,11,11,0.07364154656728109,0.10438416401144766,0.0,0.19774604467789336,0.2963310395789093,0.9591130745022817,0.15619861590226491,0.19374516616748572,0.943656024542543,0.32485196915944414,0.3857499344219451,0.8901568967785805
11_12,11,12,0.11127957611719766,0.19675738272364282,0.7013905420591524,0.050747113814353935,0.05998950172596371,0.9450061612692197,0.060036541581153874,0.1500853968252065,0.9417322234016148,0.1614670835876465,0.26716626765282736,0.9210332602089206
11_2,11,2,0.0869513401667277,0.1609487720655185,0.9585589970724504,0.6658024084006747,1.6428004023083658,0.26397517726516295,0.2512233389655749,0.37596217172945984,0.9305792111788808,0.3165221186447143,0.441229978331473,0.9219356719563822
11_3,11,3,0.1263084777614971,0.17590398581346078,0.8912481610188383,0.04920280377070109,0.06113467502668638,0.0,0.25314540785749756,0.37195370344900996,0.7729623578126094,0.792474440491994,0.8414527617678361,0.38394696313338217
11_4,11,4,0.03972100019454956,0.04686481775693272,0.0,0.10410116116205852,0.1343663891838432,0.0,0.17556100146000586,0.22914471009571102,0.9169860475053744,0.24577553994496662,0.3153375615955514,0.5841801430507699
11_5,11,5,0.13623016417284806,0.1783883271597607,0.9809623191596698,0.16029154206653437,0.22015400318993095,0.9816546795628505,0.07887383813540146,0.09988238300569627,0.914234347879483,0.2421741829617818,0.2854698357114789,0.9727590245542153
11_6,11,6,0.07511096398035685,0.08372883732954939,0.0,0.3661076159312328,0.7230677425508572,0.7614855045787599,0.18607598321596783,0.22538902999968505,0.8660222142654767,0.22889057912190752,0.3140277779150552,0.8086740495988247
11_7,11,7,0.1399264776579539,0.19792293764617389,0.9073577023311391,0.036742857251955814,0.044368357778654104,0.8880083791880369,0.05199143886566162,0.07574823747802208,0.0,0.1125288805643717,0.20313132261147254,0.9019818982071419
11_8,11,8,0.06854177506854137,0.08736368324453372,0.9654878856092124,0.014777757556686798,0.021368995715379084,0.9451398129662186,0.03826368210266033,0.04955346747620432,0.966290189282196,0.08700634324947994,0.10764377202007686,0.894792951781123
11_9,11,9,0.21274890202999114,0.3098925584651372,0.943699311693842,0.11470648086170358,0.13949205851357296,0.9758982365597977,0.1975073546424508,0.23266959257330655,0.9291477848686085,0.26192174521764117,0.37862211622628433,0.7607039924853236
12_1,12,1,0.014379581793313846,0.01680814448394654,0.9635121333233609,0.009010910022060078,0.011009947455132552,0.809599468001458,0.024156665998299916,0.028215561566569396,0.8565795430769417,0.025357467659314476,0.032056904089501424,0.8548196742400486
12_10,12,10,0.0342553480026871,0.04575919694665023,0.922071240536546,0.029810261472066245,0.036568412297071716,0.9770587034159158,0.02354908165136973,0.02801166867601045,0.8497893186012883,0.06360209098418554,0.08495458617515039,0.8801813574676097
12_11,12,11,0.029184216488339007,0.040978142917720436,0.975137913576717,0.014695728015129762,0.019062961822624406,0.9826691355283742,0.017273625199397406,0.021739983984455244,0.9454552914059978,0.04278987502733866,0.06804658767314828,0.9605866932524454
12_12,12,12,0.015817128041622542,0.020847813610702585,0.9607169738408251,0.012133773936430614,0.015627558392705534,0.9621933206827695,0.020911484522819514,0.027154345461823815,0.6338620328568878,0.020050029929478966,0.026955114978897323,0.8870812929314889
12_2,12,2,0.019460053833400208,0.023388120471308012,0.9495930667091929,0.02543290778035919,0.03514579681739379,0.9752345017220722,0.018362675193150834,0.02181486549565837,0.8099589084668656,0.023660596319834394,0.028800669954271017,0.8737785747944198
12_3,12,3,0.030449491682645553,0.037465932589263,0.8998360663016438,0.027367440386290354,0.034048736282492414,0.9674571350010766,0.017562714192072545,0.023097763315700872,0.8848110287541746,0.03944991485754647,0.05148733876601523,0.9390572952264967
12_4,12,4,0.1094116059591621,0.14742606390480925,0.8753957682509834,0.06452850033620372,0.08183079919723467,0.966581233460257,0.12307887705614638,0.15418364027015427,0.8150627723547718,0.16368815597057343,0.21263178444512726,0.7690233193841105
12_5,12,5,0.03008229165592231,0.03941049003833775,0.9091922483783428,0.023584886917173867,0.02986609647835978,0.9729487286856423,0.01776860794981321,0.02380560725797869,0.9277548465596889,0.04704414055109023,0.06367454950962248,0.9054236485000181
12_6,12,6,0.08386115352161229,0.11949397062947685,0.8141147758296129,0.028972849728266397,0.037214248029360596,0.960478268208428,0.1252090301174422,0.15948642901699076,0.9033832960922921,0.13846619060993198,0.17799675221067982,0.2608788878258417
12_7,12,7,0.0192855355400592,0.02426396991843514,0.9508254020683296,0.010296659417549774,0.013103011627080906,0.9617436706463081,0.017297185001571968,0.022372010036780642,0.9822828883730376,0.02790674347162246,0.03573151137478228,0.9350955836875876
12_8,12,8,0.01947321005642724,0.025641781273135877,0.9382666009927797,0.021783566847244903,0.029966006045644006,0.9447372439292607,0.02181188441991806,0.02744078731180066,0.9085337633748857,0.02616750434875488,0.03320781036739522,0.7727585375307584
12_9,12,9,0.0763512881833563,0.09604117783371265,0.8537246578217883,0.0497998119576027,0.05508037864204216,0.9759737009888496,0.12939815526199838,0.15290654799562917,0.6262396300297282,0.14670936129570003,0.17467511890909562,0.8086914915941545
13_1,13,1,0.15510863016267615,0.21138945348356314,0.9701635092741282,0.29844487050493557,0.3525816924339166,0.9717963471248756,0.13164666479940218,0.1546540797013533,0.967136771397625,0.25894930965423585,0.3404548525227098,0.856236097447902
13_10,13,10,0.2705631064906716,0.7123487582369815,0.6564714312445928,0.4082314670085907,1.1237447113732408,0.8595325721535786,0.25140334256935865,0.29720496566624033,0.8950253701613663,0.36189007746378576,0.556130631573961,0.7221806503831669
13_11,13,11,0.3173691452852884,0.47944899214640224,0.9601825926730463,0.1650047115276754,0.19958665516084867,0.9730680635430738,0.1617109013108024,0.18850890448404042,0.9262292134902943,0.4604647239112854,0.5715426201985291,0.78931665301979
13_12,13,12,0.04790901343027751,0.049820687318620854,0.0,0.04929519398326674,0.07327496997998392,0.8442852831749736,0.11954419400811196,0.20063469607487927,0.9717275086539328,0.14418889033635457,0.21013714959136523,0.9435063473994743
