time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738335.420460845,-0.0976,0.1816,-0.0264,0.3056
738335.420462699,-0.0965,0.1815,-2.0991,2.3771
738335.420464639,-0.095,0.1803,-3,3.2753
738335.420466593,-0.0931,0.1803,-3,3.2734
738335.420468566,-0.0915,0.1801,-3,3.2716
738335.420470473,-0.09,0.1798,-3,3.2698
738335.420472452,-0.0888,0.1796,-3,3.2684
738335.420474395,-0.0879,0.1785,-3,3.2664
738335.420476327,-0.0871,0.1783,-2.7712,3.0366
738335.420478261,-0.0867,0.178,-2.4344,2.6991
738335.42048037,-0.0867,0.1778,-2.1299,2.3944
738335.420482221,-0.0868,0.1774,-1.8959,2.1601
738335.420484073,-0.0873,0.177,-1.6903,1.9546
738335.420485938,-0.088,0.1766,-1.5154,1.78
738335.420487765,-0.0887,0.1762,-1.3776,1.6425
738335.420489683,-0.0897,0.176,-1.2759,1.5416
738335.420491615,-0.0913,0.1747,-1.2003,1.4663
738335.420493511,-0.0932,0.1743,-1.1239,1.3914
738335.420495503,-0.095,0.1741,-1.0314,1.3005
738335.420497439,-0.0972,0.1737,-0.932,1.2029
738335.42049939,-0.0997,0.1725,-0.8452,1.1174
738335.420501284,-0.1026,0.1721,-0.7881,1.0628
738335.42050327,-0.1056,0.1719,-0.7553,1.0328
738335.420505228,-0.1088,0.1715,-0.7368,1.0171
738335.420507112,-0.1123,0.1702,-0.7259,1.0084
738335.420509167,-0.1163,0.17,-0.7295,1.0158
738335.420511175,-0.1203,0.169,-0.7499,1.0392
738335.42051315,-0.1248,0.1677,-0.7767,1.0692
738335.420515108,-0.1293,0.1674,-0.7971,1.0938
738335.420517094,-0.1341,0.1663,-0.7974,1.0978
738335.420519038,-0.1389,0.1651,-0.7709,1.0749
738335.420521018,-0.1441,0.164,-0.7179,1.026
738335.420523031,-0.149,0.1637,-0.6544,0.9671
738335.420525008,-0.1543,0.1626,-0.6003,0.9172
738335.420526797,-0.159,0.1612,-0.565,0.8852
738335.42052879,-0.1641,0.1601,-0.5233,0.8475
738335.420531308,-0.1687,0.1598,-0.4646,0.7931
738335.420533305,-0.1741,0.1583,-0.3729,0.7053
738335.42053526,-0.1787,0.1569,-0.3042,0.6398
738335.420537248,-0.1826,0.1559,-0.2544,0.5929
738335.420539181,-0.1867,0.1548,-0.2143,0.5558
738335.420541103,-0.1907,0.1536,-0.1709,0.5152
738335.42054306,-0.1946,0.1525,-0.1259,0.473
738335.420545067,-0.1981,0.1513,-0.0914,0.4408
738335.420547024,-0.2012,0.1494,-0.072,0.4226
738335.420548991,-0.2042,0.1482,-0.0741,0.4265
738335.420550927,-0.207,0.147,-0.0981,0.4521
738335.42055287,-0.2096,0.1449,-0.1355,0.49
738335.420554814,-0.2122,0.1438,-0.1715,0.5275
738335.420556793,-0.2142,0.1418,-0.1884,0.5444
738335.420558725,-0.2162,0.1406,-0.1667,0.5235
738335.420560679,-0.2178,0.1385,-0.1126,0.4689
738335.420562823,-0.2197,0.1366,-0.0535,0.4098
738335.420564609,-0.2213,0.1354,-0.0278,0.3845
738335.42056661,-0.2228,0.1335,-0.0303,0.3866
738335.420568554,-0.2246,0.1323,-0.0405,0.3974
738335.420570522,-0.2265,0.1302,-0.0398,0.3965
738335.420572489,-0.228,0.1282,-0.0405,0.3967
738335.42057441,-0.2296,0.1261,-0.0609,0.4166
738335.420576378,-0.2317,0.124,-0.0949,0.4506
738335.420578307,-0.2336,0.1228,-0.1178,0.4742
738335.420580279,-0.2352,0.1209,-0.1177,0.4738
738335.420582154,-0.2368,0.1188,-0.1029,0.4585
738335.420584097,-0.2384,0.1176,-0.089,0.445
738335.420586,-0.2403,0.1154,-0.0891,0.4448
738335.420587917,-0.2422,0.1133,-0.1084,0.4639
738335.420589879,-0.244,0.1114,-0.1406,0.496
738335.420591793,-0.246,0.1092,-0.1694,0.5246
738335.420593731,-0.248,0.1071,-0.1809,0.536
738335.4205957,-0.2502,0.105,-0.169,0.5242
738335.420597682,-0.2523,0.103,-0.1411,0.4964
738335.420599661,-0.2545,0.1009,-0.1139,0.4693
738335.420601641,-0.2566,0.098,-0.1007,0.4553
738335.42060361,-0.2586,0.096,-0.1067,0.4613
738335.420605568,-0.261,0.0939,-0.1202,0.4751
738335.420607514,-0.2633,0.0919,-0.1267,0.4819
738335.420609519,-0.2658,0.0899,-0.1192,0.4749
738335.420611527,-0.2682,0.087,-0.102,0.4572
738335.420613482,-0.2707,0.0848,-0.089,0.4445
738335.420615499,-0.2734,0.0829,-0.0916,0.4479
738335.420617399,-0.2763,0.0807,-0.1129,0.4699
738335.420619322,-0.2788,0.0787,-0.1402,0.4977
738335.420621347,-0.2816,0.0758,-0.1537,0.5111
738335.420623342,-0.2846,0.0736,-0.1403,0.4985
738335.42062512,-0.2873,0.0713,-0.1115,0.4701
738335.420626935,-0.2896,0.0692,-0.0829,0.4417
738335.420629016,-0.2925,0.0672,-0.0659,0.4256
738335.420630872,-0.295,0.065,-0.0654,0.4254
738335.42063281,-0.2976,0.063,-0.0677,0.4283
738335.420634688,-0.3004,0.0609,-0.0621,0.4234
738335.420636746,-0.3031,0.0579,-0.0488,0.4098
738335.420638709,-0.3055,0.0559,-0.0426,0.404
738335.420640661,-0.3082,0.0537,-0.0522,0.4141
738335.420642579,-0.3106,0.0517,-0.0652,0.4275
738335.420644587,-0.3131,0.0497,-0.0549,0.4177
738335.420646555,-0.3154,0.0476,-0.0055,0.3685
738335.420648537,-0.3174,0.0456,0.0694,0.4324
738335.420650518,-0.3192,0.0435,0.1385,0.5012
738335.420652514,-0.3209,0.0415,0.1862,0.5486
738335.420654472,-0.3223,0.0395,0.2212,0.583
738335.420656418,-0.3235,0.0385,0.2598,0.6218
738335.420658334,-0.3249,0.0363,0.3064,0.6676
738335.420660323,-0.3259,0.0352,0.3499,0.711
738335.420662266,-0.3266,0.0332,0.3697,0.7295
738335.420664325,-0.3278,0.0321,0.3552,0.7151
738335.420666273,-0.329,0.0301,0.3194,0.6785
738335.420668292,-0.3301,0.0292,0.2885,0.6478
738335.42067034,-0.3309,0.0272,0.2807,0.6388
738335.420672339,-0.3318,0.0261,0.2849,0.6428
738335.420674288,-0.3324,0.0251,0.282,0.6395
738335.420676215,-0.3327,0.024,0.2795,0.6362
738335.420678272,-0.3327,-0.0229,0.2887,0.6443
738335.420680265,-0.3325,-0.0218,0.3126,0.6669
738335.420682264,-0.3323,-0.0217,0.3385,0.6925
738335.420684187,-0.3316,-0.0207,0.3437,0.696
738335.420686158,-0.3308,-0.0205,0.3137,0.665
738335.420688182,-0.3302,-0.0195,0.2551,0.6048
738335.420690177,-0.3295,-0.0195,0.196,0.545
738335.420692069,-0.3287,-0.0192,0.1608,0.5087
738335.420693973,-0.3278,-0.0189,0.1392,0.4859
738335.420695912,-0.3269,-0.0188,0.1128,0.4585
738335.420697928,-0.3262,-0.0187,0.0741,0.419
738335.420699877,-0.3252,-0.0186,0.0295,0.3733
738335.420701818,-0.3242,-0.0194,-0.0155,0.3591
738335.420703717,-0.3234,-0.0191,-0.049,0.3915
738335.420705568,-0.3226,-0.0188,-0.0716,0.413
738335.420707638,-0.3218,-0.0199,-0.0956,0.4373
738335.420709499,-0.3209,-0.0196,-0.1248,0.4653
738335.420711508,-0.3198,-0.0206,-0.1698,0.5102
738335.420713371,-0.3192,-0.0203,-0.2056,0.5451
738335.420715455,-0.3185,-0.0211,-0.2231,0.5627
738335.420717284,-0.3174,-0.0218,-0.2264,0.5656
738335.420719209,-0.3165,-0.0215,-0.2354,0.5734
738335.420721058,-0.3157,-0.0222,-0.255,0.5929
738335.420723026,-0.3147,-0.023,-0.2695,0.6072
738335.420724978,-0.3135,-0.0229,-0.2587,0.5951
738335.420726999,-0.3119,-0.0238,-0.2147,0.5504
738335.420729058,-0.3098,-0.0248,-0.1511,0.4857
738335.420731061,-0.3078,-0.0256,-0.0935,0.4269
738335.420733083,-0.3056,-0.0255,-0.0686,0.3997
738335.420735069,-0.3032,-0.0264,-0.082,0.4116
738335.420737013,-0.301,-0.027,-0.1119,0.4399
738335.420739097,-0.2988,-0.0281,-0.1384,0.4653
738335.420740959,-0.2965,-0.0288,-0.1528,0.4781
738335.420742812,-0.2942,-0.0294,-0.173,0.4966
738335.420744693,-0.292,-0.0301,-0.2061,0.5282
738335.420746547,-0.2899,-0.0308,-0.2406,0.5613
738335.420748473,-0.2879,-0.0315,-0.2649,0.5843
738335.420750379,-0.2857,-0.0322,-0.2658,0.5837
738335.420752352,-0.2831,-0.033,-0.247,0.5631
738335.420754273,-0.2808,-0.0337,-0.2258,0.5403
738335.420756063,-0.2785,-0.0344,-0.2189,0.5318
738335.420757891,-0.2765,-0.0349,-0.2284,0.5398
738335.420759985,-0.2738,-0.0359,-0.2485,0.5582
738335.420761987,-0.2714,-0.0358,-0.2572,0.5644
738335.420763915,-0.2693,-0.0365,-0.2474,0.5532
738335.420765943,-0.267,-0.0373,-0.2269,0.5312
738335.420767957,-0.2645,-0.0382,-0.2123,0.515
738335.420769928,-0.262,-0.0391,-0.2043,0.5054
738335.420772,-0.2594,0.039,-0.195,0.4934
738335.420773836,-0.2571,0.0395,-0.1836,0.4802
738335.42077572,-0.2546,0.0402,-0.1684,0.4632
738335.420777573,-0.2519,0.0408,-0.1496,0.4423
738335.420779579,-0.2489,0.0407,-0.1286,0.4182
738335.420781584,-0.246,0.0414,-0.1073,0.3947
738335.420783621,-0.2428,0.0413,-0.093,0.3771
738335.420785671,-0.2397,0.0422,-0.0964,0.3783
738335.420787647,-0.2365,0.0421,-0.1163,0.3949
738335.420789674,-0.2332,0.0429,-0.1393,0.4154
738335.420791696,-0.2301,0.0427,-0.1506,0.4234
738335.420793694,-0.2268,0.0425,-0.1555,0.4248
738335.420795719,-0.2237,0.0434,-0.1762,0.4433
738335.420797757,-0.2203,0.0435,-0.2253,0.4891
738335.420799591,-0.2175,0.0432,-0.2627,0.5234
738335.420801428,-0.2151,0.0437,-0.2752,0.534
738335.420803274,-0.2122,0.0434,-0.2575,0.5131
738335.420805098,-0.2093,0.043,-0.2286,0.4809
738335.420806948,-0.2064,0.0425,-0.2092,0.4581
738335.42080883,-0.2038,0.043,-0.2092,0.456
738335.420810679,-0.2007,0.0429,-0.2249,0.4685
738335.420812513,-0.1977,0.0426,-0.2408,0.4811
738335.420814571,-0.1945,0.0415,-0.2523,0.4883
738335.420816554,-0.1919,0.0412,-0.2664,0.4995
738335.420818588,-0.1891,0.0411,-0.2936,0.5238
738335.420820365,-0.1865,0.0407,-0.329,0.5562
738335.420822328,-0.184,0.0392,-0.37,0.5932
738335.420824392,-0.1812,0.0391,-0.3993,0.6196
738335.420826492,-0.1786,0.038,-0.4043,0.6209
738335.420828576,-0.1758,0.0379,-0.3911,0.6048
738335.420830372,-0.1732,0.0365,-0.3786,0.5883
738335.420832447,-0.1703,0.0363,-0.3791,0.5857
738335.420834702,-0.1677,0.0352,-0.405,0.6079
738335.420836534,-0.1653,0.034,-0.4422,0.6415
738335.420838633,-0.1628,0.0329,-0.476,0.6717
738335.4208407,-0.1602,0.0327,-0.4879,0.6808
738335.420842534,-0.1583,0.0313,-0.4976,0.6872
738335.420844561,-0.1561,0.0312,-0.53,0.7173
738335.420846601,-0.1543,0.0299,-0.5786,0.7628
738335.420848649,-0.1525,0.0288,-0.6143,0.7956
738335.420850718,-0.1509,-0.0277,-0.6237,0.8023
738335.420852773,-0.1497,-0.0274,-0.6122,0.7893
738335.420854905,-0.1479,-0.0265,-0.5934,0.7678
738335.420856885,-0.1466,-0.0252,-0.5812,0.753
738335.420858861,-0.1454,-0.0249,-0.5753,0.7456
738335.420860763,-0.1443,-0.0236,-0.5677,0.7356
738335.420862708,-0.1435,-0.0221,-0.5512,0.7168
738335.420864688,-0.1423,-0.0218,-0.5272,0.6913
738335.420866598,-0.1413,-0.0205,-0.5132,0.675
738335.420868448,-0.1405,-0.0201,-0.5211,0.6817
738335.420870431,-0.1397,-0.0198,-0.5492,0.7087
738335.420872642,-0.1387,-0.0187,-0.5778,0.7352
738335.420874806,-0.1379,-0.0179,-0.586,0.7418
738335.420877017,-0.1376,-0.017,-0.574,0.7286
738335.420879043,-0.1371,-0.0168,-0.5594,0.7133
738335.420881042,-0.1369,-0.0156,-0.549,0.7015
738335.420883019,-0.1367,-0.0153,-0.5419,0.6939
738335.42088499,-0.1368,-0.0151,-0.5287,0.6806
738335.420887135,-0.1371,-0.014,-0.5027,0.6538
738335.42088898,-0.137,-0.0135,-0.4784,0.6289
738335.420890831,-0.137,-0.014,-0.4695,0.6205
738335.420892933,-0.1369,-0.0131,-0.4876,0.6376
738335.420894962,-0.1371,-0.0128,-0.5156,0.6655
738335.420896987,-0.1374,-0.0125,-0.5275,0.6774
738335.420899003,-0.1376,-0.0124,-0.5156,0.6656
738335.420901009,-0.1381,-0.0121,-0.4909,0.6411
738335.420902817,-0.1385,-0.0126,-0.4716,0.6227
738335.420904899,-0.1387,-0.0125,-0.4663,0.6175
738335.420906688,-0.1388,-0.012,-0.4721,0.6229
738335.420908771,-0.1395,-0.0117,-0.4778,0.629
738335.420910798,-0.1401,-0.0116,-0.478,0.6297
738335.420912834,-0.141,-0.0113,-0.4736,0.6259
738335.420915036,-0.1417,-0.0121,-0.4695,0.6233
738335.420917005,-0.1425,-0.0124,-0.4779,0.6328
738335.420919048,-0.1434,-0.0121,-0.5064,0.6619
738335.420920842,-0.1445,-0.0116,-0.5508,0.7069
738335.420922843,-0.146,-0.0123,-0.6101,0.7684
738335.420924847,-0.1475,-0.0122,-0.6639,0.8236
738335.420926851,-0.1493,-0.0129,-0.6947,0.8569
738335.420928835,-0.1511,-0.0126,-0.6926,0.8563
738335.42093084,-0.1529,-0.0124,-0.6626,0.8279
738335.4209329,-0.155,-0.0133,-0.6272,0.7955
738335.42093493,-0.1572,-0.013,-0.6072,0.7774
738335.420936996,-0.1591,-0.0129,-0.594,0.766
738335.420939033,-0.1615,-0.0138,-0.5645,0.7398
738335.420940834,-0.1635,-0.0133,-0.5203,0.6971
738335.420942638,-0.1652,-0.0138,-0.4771,0.6561
738335.420944703,-0.167,-0.0137,-0.4511,0.6318
738335.420946823,-0.1689,-0.0136,-0.4463,0.6288
738335.420948877,-0.1706,-0.0135,-0.4398,0.6239
738335.420951183,-0.1722,-0.0137,-0.4109,0.5968
738335.420953406,-0.1733,-0.0136,-0.3831,0.57
738335.420955946,-0.1746,-0.0142,-0.3737,0.5625
738335.420958475,-0.1756,-0.0148,-0.3831,0.5735
738335.420960878,-0.1765,-0.015,-0.3786,0.5701
738335.420963266,-0.1772,-0.0153,-0.3575,0.55
738335.420965448,-0.1776,-0.0155,-0.3485,0.5416
738335.420967815,-0.1779,-0.0159,-0.3696,0.5634
738335.420970222,-0.179,-0.0172,-0.3917,0.5879
738335.42097272,-0.18,-0.0176,-0.3738,0.5714
738335.42097509,-0.1805,-0.018,-0.3066,0.5051
738335.420977377,-0.1806,-0.0185,-0.2298,0.4289
738335.420979841,-0.1807,-0.0189,-0.1934,0.393
738335.42098225,-0.1808,-0.0191,-0.229,0.4289
738335.420984674,-0.1808,-0.0196,-0.3103,0.5107
738335.420986975,-0.1812,-0.0208,-0.3819,0.5839
738335.42098918,-0.1819,-0.0211,-0.4396,0.6426
738335.420991612,-0.1826,-0.0215,-0.4998,0.7039
738335.42099412,-0.1836,-0.0219,-0.5664,0.7719
738335.420996411,-0.1847,-0.0226,-0.6261,0.8334
738335.42099828,-0.1859,-0.0231,-0.6497,0.8587
738335.421000071,-0.1871,-0.0236,-0.649,0.8597
738335.421002134,-0.1884,-0.0235,-0.6184,0.8303
738335.421004216,-0.1896,-0.0244,-0.5615,0.7755
738335.421006038,-0.1906,-0.0249,-0.4999,0.7154
738335.42100791,-0.1914,-0.0257,-0.4391,0.6562
738335.42100986,-0.1925,-0.0264,-0.39,0.6089
738335.421011713,-0.1939,-0.0259,-0.3514,0.5712
738335.421013591,-0.1946,-0.0266,-0.3127,0.5339
738335.421015492,-0.1952,-0.0273,-0.2648,0.4873
738335.42101754,-0.196,-0.0272,-0.2073,0.4305
738335.421019353,-0.1966,-0.0278,-0.1661,0.3905
738335.421021278,-0.1973,-0.0283,-0.1443,0.3699
738335.421023366,-0.1976,-0.0294,-0.1495,0.3765
738335.421025289,-0.198,-0.0291,-0.1656,0.3927
738335.421027121,-0.1985,-0.0296,-0.1688,0.3969
738335.421028944,-0.1989,-0.0302,-0.153,0.3821
738335.421030806,-0.1991,-0.0307,-0.126,0.3558
738335.421032892,-0.199,-0.0306,-0.1042,0.3338
738335.421034918,-0.1987,-0.0315,-0.1139,0.3441
738335.421037031,-0.1989,-0.0324,-0.163,0.3943
738335.421038979,-0.1991,-0.0321,-0.2186,0.4498
738335.421041019,-0.1988,-0.033,-0.255,0.4868
738335.421042857,-0.1988,-0.0336,-0.2733,0.5057
738335.421044675,-0.1991,-0.0341,-0.2997,0.5329
738335.421046542,-0.1991,-0.0336,-0.3385,0.5712
738335.421048554,-0.199,-0.0344,-0.373,0.6064
738335.421050647,-0.1992,-0.0355,-0.3873,0.622
738335.421052691,-0.1994,-0.0353,-0.3783,0.613
738335.421054668,-0.1998,-0.0361,-0.362,0.5979
738335.421056635,-0.1998,-0.037,-0.3549,0.5917
738335.421058489,-0.2001,-0.0375,-0.3624,0.6
738335.42106035,-0.2007,0.0381,-0.3763,0.6151
738335.421062243,-0.2013,0.0386,-0.3779,0.6178
738335.421064379,-0.2017,0.0389,-0.3418,0.5824
738335.421066193,-0.202,0.0394,-0.2867,0.5281
738335.421068014,-0.2022,0.04,-0.225,0.4672
738335.421070127,-0.2024,0.0409,-0.1736,0.4169
738335.421071984,-0.2026,0.0416,-0.1555,0.3997
738335.421073816,-0.2026,0.0422,-0.1577,0.4025
738335.42107565,-0.2025,0.0427,-0.168,0.4132
738335.421077544,-0.2024,0.0435,-0.1712,0.4171
738335.42107935,-0.2024,0.044,-0.1724,0.4188
738335.421081218,-0.2024,0.0446,-0.1877,0.4347
738335.421083103,-0.2024,0.0451,-0.2285,0.476
738335.421084976,-0.2023,0.0448,-0.297,0.5441
738335.42108686,-0.2027,0.0454,-0.3835,0.6316
738335.421088686,-0.2032,0.0459,-0.4666,0.7157
738335.421090576,-0.2037,0.0467,-0.5342,0.7846
738335.421092467,-0.2045,0.0472,-0.5732,0.8249
738335.421094292,-0.2048,0.048,-0.5831,0.8359
738335.421096203,-0.2055,0.0475,-0.579,0.832
738335.421098045,-0.2061,0.0482,-0.5761,0.8304
738335.42109991,-0.2067,0.0488,-0.5701,0.8256
738335.421101735,-0.2071,0.0494,-0.5469,0.8034
738335.421103538,-0.2072,0.0501,-0.5051,0.7624
738335.421105345,-0.2074,0.0507,-0.4636,0.7217
738335.421107456,-0.2073,0.0505,-0.4409,0.6987
738335.421109358,-0.207,0.0513,-0.4471,0.7054
738335.421111227,-0.2068,0.0508,-0.4649,0.7225
738335.421113061,-0.2065,0.0516,-0.4791,0.7372
738335.421114928,-0.2062,0.0521,-0.482,0.7403
738335.421116768,-0.2056,0.0516,-0.4804,0.7376
738335.421118657,-0.2049,0.0522,-0.4874,0.7445
738335.42112047,-0.2042,0.0519,-0.5076,0.7637
738335.421122595,-0.2038,0.0528,-0.538,0.7946
738335.421124671,-0.2032,0.0529,-0.5594,0.8155
738335.421126757,-0.2026,0.0528,-0.5536,0.809
