sub_id,MAE_glideslope_error_deg,MAE_localizer_error_deg,MAE_airspeed_error_kts,MAE_total_error,RMSE_glideslope_error_deg,RMSE_localizer_error_deg,RMSE_airspeed_error_kts,RMSE_total_error,R2_glideslope_error_deg,R2_localizer_error_deg,R2_airspeed_error_kts,R2_total_error
3,0.31793767409428947,0.30985537414212483,0.3380951294596916,0.7313611558422112,0.4198036284183085,0.3936105510564987,0.4360830556721631,0.8928922570831592,0.1979919905521339,-0.5383359090167898,-0.20160709441128644,-2.1296155910904524
4,0.5590751996064085,0.3666905750028622,0.572065519910677,0.8287287881102317,0.757211423595494,0.49672431588121907,0.8002134103808133,1.0003738400221036,-0.2794053035642772,-0.042998441836580525,0.15323665636176687,0.02808982494816914
5,0.9024347475938773,0.6177237864895869,0.4613716037899971,1.065639377871924,1.421549268387721,1.0211115520515708,0.6729446378207251,1.6531540482546776,-0.6241712601628242,-0.456190488488178,0.46818272764354474,0.23474593391604714
6,0.2377607385187971,0.20093439418853645,0.27061557924432417,0.6412145472485326,0.33842994290231143,0.268818197490612,0.36803709576071436,0.7525037027303055,-1.159270929260468,-0.2406288827395593,-0.0290178607485867,-3.837922380364537
8,0.39672142566253993,0.3344380397677593,0.3274413608009884,0.7463080221042238,0.5880337456553092,0.4240902397874734,0.5003647388611157,0.8971438119492184,-0.12885927315762546,-0.8256761609002392,0.21847167260187605,-0.2580294081834287
11,1.2724443613096093,1.0518782836333875,1.4462348091604413,2.372485382912376,1.6950067748135946,1.5131493941693883,1.8408047799638214,3.0659137387351674,-0.08537947553680247,0.0152770569761701,-0.26091802235260286,-0.5349192837731915
12,0.2373623729805648,0.28189000665513103,0.4027786273808698,0.7469854741648937,0.29880909161758634,0.3628651664638379,0.5670614152258329,0.9153676006503552,-1.496003699358757,-0.8378581282073809,-0.48840596818344384,-2.7818395504275784
13,1.4347985709346966,1.4228506068146705,1.3205850723780035,2.9197060266988086,1.793559904879694,1.7748996096781862,1.6478916482890005,3.4626379520302955,-0.07327088428541173,-0.3746519525387,-0.2552321400868687,-1.9649101124618849
15,0.6252480021648169,0.40421237793046433,0.41953243441767807,0.7733708526880527,0.957843830934131,0.6413201929804558,0.5447474328216908,1.2386048373321517,-0.1534687632247198,-0.029730994103095654,0.4391195131050729,-0.05450487753500899
16,0.3304846451892342,0.22581497404557227,0.3358081105956975,1.0773663602762478,0.41668186378302113,0.28100196604002703,0.4442597197930785,1.2392928530998153,-2.42223255991444,-1.5684360960525514,0.30857981677741486,-10.711658973856373
