sub_id,MAE_glideslope_error_deg,MAE_localizer_error_deg,MAE_airspeed_error_kts,MAE_total_error,RMSE_glideslope_error_deg,RMSE_localizer_error_deg,RMSE_airspeed_error_kts,RMSE_total_error,R2_glideslope_error_deg,R2_localizer_error_deg,R2_airspeed_error_kts,R2_total_error
3,0.033045978232072046,0.0274234858460103,0.07560362169881296,0.07817630749493451,0.050577044381417365,0.04598993966796385,0.11706633448643332,0.11442370815549184,0.9884126342422803,0.9791005562094416,0.9131295162063038,0.948498208119151
4,0.05644277868338922,0.03583670153943519,0.09771570261078381,0.10683595716594074,0.10066733146749204,0.05929783430646797,0.14405649733002426,0.15817313732872393,0.9774690586942629,0.9852042308173964,0.972495431645553,0.9756942806231511
5,0.05060059151734565,0.06110062937070169,0.0962068423232249,0.10712560745310183,0.09704632817486142,0.1571066580893377,0.14925701429313715,0.16584669975182892,0.9924656093531818,0.9656983740153576,0.9738921013775254,0.9923195401168439
6,0.018553527799979104,0.017126159614642658,0.06430107304997802,0.06314684987666548,0.03353025132409317,0.025900353624351766,0.1056873677449557,0.10080081260452907,0.9788087719417117,0.9885356037586309,0.9152366670768256,0.913444548150804
8,0.03496916609451715,0.025102436480976063,0.07352340676481472,0.08466048028738811,0.07964230309307563,0.04080969102736498,0.11875344152701756,0.1407809662741509,0.9793431787086779,0.9831794224430417,0.9556919939424043,0.9689680134398547
11,0.09846992515956704,0.12559038334860972,0.17518705780921298,0.20420521064297745,0.2050183709409646,0.43186004382619214,0.2654532963829879,0.33174248057488886,0.9841862779198663,0.920213994006836,0.9738938557303727,0.981983627535101
12,0.02218528379362813,0.01632421794797958,0.06799205946017188,0.06548618480417245,0.038776160266162006,0.024898462394066293,0.11179834087299778,0.10554153285764223,0.9579277007860281,0.991387133744807,0.942273548460862,0.9499269108510475
13,0.1301114373745666,0.15397068524506238,0.21966865263525476,0.2157184116518645,0.21734633243305446,0.270979098555541,0.2978684132815776,0.3067211790067362,0.9843296035072521,0.968066061556316,0.9591587932382661,0.976524260401335
15,0.04375882650453008,0.043907116264821314,0.08487299655117445,0.09177249677837027,0.1023640503230352,0.1245893498202604,0.1308066579881519,0.14424015667153356,0.986867100689011,0.9613392620729133,0.9677499893233531,0.9857360240225611
16,0.02362215302420797,0.01981476242752446,0.07067985979865697,0.07099256035953935,0.04099046930774514,0.030357231607792773,0.11155514070818957,0.1098156625120901,0.9669531514519366,0.9701447341270858,0.9564079699396743,0.9081328455072153
17,0.030340043146894237,0.021999272697639325,0.07065399278980014,0.0725631649343986,0.05051790502375208,0.03335032017525648,0.11369193094543859,0.11029432594774911,0.9870607249379211,0.9930855939497197,0.9023705321164454,0.9496898612439199
18,0.0196380313862606,0.01798129167682856,0.06497540852675002,0.0653240158979575,0.03534560885631842,0.029083551816572694,0.10924540178236158,0.10422598567564621,0.9600172920206408,0.9732030947578846,0.9321424648061887,0.9171758765727589
19,0.08367819411398279,0.0639137702817456,0.12062760481489587,0.12225301538373655,0.14251756836106816,0.13744989450250744,0.1810921972032728,0.1803564571501831,0.9770976942182359,0.9768121090385672,0.9549129368931542,0.9827260341942511
20,0.06707749158231095,0.05003558518394457,0.10079010562173218,0.11177619915685102,0.13014509822522377,0.08791229592855801,0.15668349600125842,0.18191595128171414,0.9763515084335912,0.9563365485812867,0.9613755046537588,0.9643919577890954
22,0.0692255445199247,0.05185620881623652,0.11267191155570705,0.12515448019449227,0.12047242327987245,0.08318758024030941,0.16578678994779109,0.19085032520961318,0.9702846352714698,0.9896401200250659,0.9672807360339927,0.9689547940597346
23,0.07390451624943178,0.06531629778320065,0.10727177530432283,0.1214671790891109,0.12020943421760487,0.1104915340381664,0.15525802159040739,0.17351571629359544,0.9920707237916382,0.9911632685708543,0.9744459887748737,0.9864711293066514
24,0.09042031838083507,0.11640990331361051,0.12768671184185107,0.1561707921535695,0.15208402148907604,0.23473456417909846,0.1772253634758396,0.23955018084405655,0.9905857773596272,0.9763020114314639,0.9659561099611669,0.9857993490055302
27,0.023761030838150017,0.022284428772599875,0.07107432708639817,0.07302057363932721,0.03900427873159635,0.03240679925075524,0.11115785638918745,0.10992104135482371,0.9889437981299642,0.992836667092001,0.7955412437869409,0.926476120037832
31,0.02946368224536354,0.01907576821398639,0.07218079237687623,0.07416110286834114,0.13424684838707393,0.02838495030523812,0.12229028675166044,0.13961911326427098,0.9178142822075076,0.9813167754637688,0.9375895566277914,0.9593129814349892
32,0.028837590406890854,0.02230963854708871,0.07285328373914582,0.07540374413767285,0.04426043412314834,0.03295545173456074,0.1130962531614711,0.10979670097026699,0.9819951856516225,0.9863348644971797,0.9233983016693594,0.9244178907233535
33,0.04754703976680012,0.027494963699241454,0.09463500942463639,0.09773276770419516,0.09800886694072812,0.04583046800770826,0.1335169253290388,0.14804579772087215,0.9413989754548345,0.9787774149665491,0.9819959360018259,0.9612035296009293
35,0.029810358956774148,0.01713076963669464,0.07040248205902166,0.07384570336701478,0.07486702468157262,0.025809289824106296,0.11558525080754874,0.12729833011241437,0.9115988798257639,0.9942858967872336,0.8565081061758429,0.9254186002106066
