sub_id,MAE_glideslope_error_deg,MAE_localizer_error_deg,MAE_airspeed_error_kts,MAE_total_error,RMSE_glideslope_error_deg,RMSE_localizer_error_deg,RMSE_airspeed_error_kts,RMSE_total_error,R2_glideslope_error_deg,R2_localizer_error_deg,R2_airspeed_error_kts,R2_total_error
3,0.03105068083318194,0.02818762394348548,0.07081268742731753,0.09376172934175979,0.04921583282270354,0.0472720890996897,0.11126236000060731,0.133547207056763,0.989027957024923,0.9779190049940557,0.9215298044386026,0.929844790915145
4,0.04769862556935982,0.026806607985799306,0.08694881675915186,0.12620949455902333,0.08187731118981216,0.056560894533405855,0.12752651294139805,0.18136989065308212,0.9850950896552311,0.9865385320376705,0.9784453933860107,0.9680424553723158
5,0.05177030630894542,0.10456795209846048,0.080822281855636,0.12722496991670068,0.10210071701088355,0.2870472800600343,0.1265619231047353,0.18714131596006758,0.9916603562002198,0.8854929046909408,0.9812280863167663,0.9902205841117009
6,0.018618658826386584,0.017144974805556712,0.06380861032720143,0.07352648457697712,0.032994780490765215,0.025676792489257538,0.10293365242567937,0.10989244165813154,0.9794802060806089,0.9887326614609699,0.919596190018545,0.8971268573173112
8,0.03268708974054051,0.02435745833597607,0.06861313178835138,0.09831244688877058,0.07413524033213612,0.038546945186747616,0.11090182884653095,0.16019365852651668,0.9821011441259935,0.9849929882382756,0.9613573222394568,0.9598197777175549
11,0.07917802656035183,0.10423143345348213,0.13400021355577185,0.21341193240448084,0.16875073756436862,0.4113272913903319,0.18698359474778958,0.2994442866843063,0.9892862895548622,0.9276204751577996,0.9870469065776846,0.9853209740301835
12,0.021262296144458515,0.01591888938915544,0.06777449291425566,0.07819810108432204,0.03501751085813806,0.02311858133737235,0.11097158449110903,0.11476880868894983,0.9656886988977894,0.9925745118773158,0.9431241736917637,0.9407885989469361
13,0.09526687055163943,0.10320027456382797,0.15935134320532274,0.25473482221861277,0.1658357076620347,0.19451460144288307,0.21766358706014727,0.34434524448935505,0.9908771307720864,0.9835454764450768,0.9781917294640948,0.9704117054845961
15,0.037997155854607674,0.04504453160833765,0.07505353485603188,0.11476088626258371,0.09888852463920572,0.12770802864906688,0.11772109110166866,0.1747511882217313,0.9877437535193014,0.9593795526069117,0.9738796663353264,0.9790632868591986
16,0.027397712992612108,0.02143441191741849,0.06908136707744583,0.08212825986722355,0.04431799812738909,0.03219132396967843,0.1104967689429951,0.11979275895865305,0.9613700151010716,0.9664282258676704,0.9572311989673666,0.8906817105934113
17,0.02903858849942551,0.02031664996800603,0.06576740941326784,0.08726405503818857,0.04726874827900526,0.029308440631164067,0.10574585284778365,0.12483058543970808,0.9886716284443309,0.9946600119010532,0.9155405351406378,0.9355547091666991
18,0.02103906694208237,0.020007235263789412,0.06461644217404992,0.07572529192693647,0.03504013345620218,0.030775220750065477,0.10656011498844228,0.11281500896648279,0.960705408895457,0.969995105283965,0.9354373855061704,0.9029627253214466
19,0.04209162839574622,0.050925762411255494,0.09051212798393811,0.14214950965514966,0.080481260281609,0.12912767345252993,0.13426571752133332,0.19932194542129447,0.9926964847852011,0.9795350315119941,0.9752153525858616,0.9789021160577852
20,0.05046145026525928,0.03901016890269972,0.08743590347193304,0.13208711356279498,0.1079547645305888,0.07664742939995735,0.1351342125549137,0.20081724644323606,0.983728355694179,0.9668094839048808,0.9712692513761051,0.9566081118698239
