group_run,sub_id,run_id,MAE_glideslope_error_deg,RMSE_glideslope_error_deg,R2_glideslope_error_deg,MAE_localizer_error_deg,RMSE_localizer_error_deg,R2_localizer_error_deg,MAE_airspeed_error_kts,RMSE_airspeed_error_kts,R2_airspeed_error_kts,MAE_total_error,RMSE_total_error,R2_total_error
11_1,11,1,0.6519418906016793,0.8677654401937567,-0.3319977505651899,0.5343580136115063,0.611295311600235,-0.41184646592944274,1.5292298239200082,1.5787034296649498,-19.472313291304555,0.5473307101016066,0.6693569906912771,0.03769167189659339
11_10,11,10,0.9382883208001722,0.9649784346591106,-13.031081429165924,0.33455233575896665,0.3912242472733756,-3.649686402657112,0.4900266163732489,0.6731942965363478,-11.884916075248533,0.40229320929189405,0.4883145590514345,-1.072983125064463
11_11,11,11,2.3882273206319162,2.4080413294611356,0.0,1.789435334703968,2.0215633817878165,-2.3749838233025757,1.7024132068888627,1.907788700064346,-4.2007342416443025,4.445964918139009,4.6400386316071796,-17.333237317406404
11_12,11,12,2.7765399063759584,2.8249989735805636,-50.91980368233879,0.2832071395055998,0.33119081266048916,-2.163601807201015,2.802262650421696,2.887767055317037,-17.471378462521816,4.074667583458373,4.223948652519673,-15.49843091780625
11_2,11,2,1.5578885312603432,1.978761351141111,-4.5275138618766775,1.5475822814119184,1.7685997155699111,0.16503587468759306,2.1014359215764595,2.3277789455970086,-1.229483091999159,1.8226342702127782,2.335608343388767,-0.920770154741366
11_3,11,3,3.2697736061152756,3.2844050843695767,0.0,2.819976423457512,2.8738703406391166,0.0,3.5760568682375395,3.6488868473458163,-131.90106002149886,6.310154524939101,6.40080958464724,-407.95683239364536
11_4,11,4,2.244330025921735,2.3521224124733773,0.0,2.8928155447901016,2.9807637138112004,0.0,0.8789752330322923,1.015027930106881,-0.4187767961136142,2.231982356365735,2.5777385321729294,-23.187440770182423
11_5,11,5,1.5286457469207706,1.8500223148336423,-1.2324429424808074,2.505405429217473,2.644270008618444,-10.384727577091676,1.245795299510977,1.3259674603446636,-26.005052029728922,3.579653547974795,3.953426589040365,-5.3350040053666286
11_6,11,6,2.695576113334906,2.7329098726268626,0.0,1.8658673008601054,2.0795705184292044,-2.096524160465474,2.4901861593233825,2.6429865251371076,-14.99530668327701,2.8264537873228197,3.0793390591829537,-15.703523909548899
11_7,11,7,2.3236313519751914,2.3958759238685294,-13.253784488928003,0.2331446108989442,0.3024016711286867,-8.59399396731084,1.9942615891359141,2.2095878510061238,0.0,3.0083848938310256,3.1655296597218276,-20.93780899370709
11_8,11,8,0.42116013307628214,0.5422986481264085,-0.22068417720422184,0.3427715070472491,0.4215732457679918,-24.331124944644664,0.40795348908269724,0.4968212976200428,-1.8282881501100494,0.7952321291935961,0.9077886297977179,-5.808169300812828
11_9,11,9,2.7563317224596116,2.935348357626251,-3.407153360844055,0.7584477127593562,1.219508865767164,-1.0655870747259497,1.8063967311773341,1.9649088157026013,-9.159981371076295,1.3145693109605439,1.4624935558325713,-2.385972847757295
12_1,12,1,0.10020985617484314,0.11864698426197985,-1.042187065274197,0.1766548271638805,0.18326490167583503,-56.978751533517524,0.1292965771429701,0.15361603023366974,-11.669602961133435,0.2438827761593112,0.2600678028159034,-11.583064135901886
12_10,12,10,0.30429083613682306,0.3816623409742329,-4.927337758273005,0.3758213864911286,0.5832073644344533,-8.810307731023563,0.20199611667363865,0.275797535388468,-15.393422583444206,0.6561519112694192,1.1894197067566898,-18.619072733916934
12_11,12,11,0.20290437729567107,0.29436667722911847,-0.2545299524904403,0.34621862895804073,0.3857707152372,-10.232950586893969,0.11522822962848955,0.14459256727435152,-1.552340032092351,0.3040838764740626,0.35996158647374066,0.03355337432039174
12_12,12,12,0.18385796692558018,0.23184559065122454,-3.481070677859888,0.05305806667080634,0.07308736054124511,-0.2860495814790667,0.4478135976599679,0.4989402613953322,-108.62307135221424,0.16427228553369358,0.21521269019726957,-5.547054896066453
12_2,12,2,0.07105121824859041,0.0898137876599759,-1.5695796123167236,0.20820664160421953,0.24097841190324262,-0.03996419455275535,0.1336982652757765,0.16273317097618403,-32.891720485242445,0.17772117350674674,0.23394855812318643,-6.09507306052845
12_3,12,3,0.16586318806677866,0.200697420664091,-1.7142242610958753,0.16111609167458554,0.20334902019513496,-1.951651331019138,0.11974319639589652,0.15886558868377582,-4.142256425105289,0.36618275586247373,0.4376801969737708,-8.485054663701309
12_4,12,4,0.4497712917988863,0.5515128613657652,-0.4702537500279216,0.4453761998865209,0.5772563990000349,-0.5627969652890623,0.32152471317706366,0.37316470923221823,-0.14904482322059676,0.6559042221142937,0.7233148031505068,-2.0612231325441877
12_5,12,5,0.17496477694960813,0.2203655764848314,-1.7493850260573747,0.30317282171557525,0.35703566157040695,-5.4509459212391205,0.18189677913108893,0.22546900871713144,-5.580728112271225,0.5254919179856471,0.702853997358889,-10.109357476159868
