group_run,sub_id,run_id,MAE_glideslope_error_deg,RMSE_glideslope_error_deg,R2_glideslope_error_deg,MAE_localizer_error_deg,RMSE_localizer_error_deg,R2_localizer_error_deg,MAE_airspeed_error_kts,RMSE_airspeed_error_kts,R2_airspeed_error_kts,MAE_total_error,RMSE_total_error,R2_total_error
11_1,11,1,0.6079243516588748,0.8107185087075025,-0.1511683879124559,0.5822281343189473,0.6531899410498442,-0.500170284430536,1.53006200039686,1.6032156025348647,-19.09844605331726,0.5857032407872068,0.7083211793118577,-0.1737301441269854
11_10,11,10,0.8229671562844261,0.888791068350823,-5.748268426628855,0.29474291279814696,0.3596013410980587,-2.7148165889646987,0.4686944415901628,0.6360020599445988,-12.564684629595932,0.4316699231676672,0.5126241265820687,-0.12536826709870796
11_11,11,11,2.3413236700034576,2.368878729818068,0.0,1.613974510342224,1.871928051798675,-0.6315803665117166,1.5624110671587776,1.7919478071296118,-3.819882450530753,4.045980841733293,4.333754116277495,-12.864033731357704
11_12,11,12,2.585121115218054,2.6758770341775384,-54.22984059182607,0.2601870249801848,0.3137240341954189,-0.5040390368003256,2.6153643406706313,2.7444260841924772,-18.48294693103771,3.7770666953218677,3.996375281684869,-16.669061797909016
11_2,11,2,1.3858061009853135,1.8228806967017326,-4.315834043411346,1.6059602881207735,1.793028550578145,0.12320660383154391,1.9358106603665732,2.1799709977592285,-1.334009807309116,1.7603096035225485,2.219900721348375,-0.9760125868410809
11_3,11,3,3.088851333654254,3.1589559766994633,-34.07295808800131,2.8624607009029086,2.911465889339227,0.0,3.3662918570019653,3.495675681466897,-19.053138807924114,6.230299611183333,6.361429305054112,-34.21016277770714
11_4,11,4,2.0915230401842124,2.219710486819995,0.0,2.962287933913258,3.0672504312290947,0.0,0.7927105272561968,0.9453605259609897,-0.412948552376615,2.023461784668081,2.391465220084389,-22.915636999184272
11_5,11,5,1.3104572072830574,1.6923676999091681,-0.7134468275400903,2.379638078817316,2.5306678869434474,-1.424054815652163,1.331837653662611,1.4318568774237816,-16.625231228875002,3.246943147206032,3.6954687949524554,-3.5650052709616524
11_6,11,6,2.6214375081876358,2.6649601925252546,0.0,1.8580771076459461,2.0603470946567013,-0.9365895434503708,2.3765180911872537,2.5379458256883223,-15.987596700161262,2.8243053267723264,3.0484871886896343,-17.030447082023603
11_7,11,7,2.150790145021752,2.2559929925487734,-11.036287526422162,0.23632788305596547,0.29835058254097635,-4.0639872288576155,1.8270665074601324,2.0807639501938104,0.0,2.782628196807844,2.9914477398655723,-20.25765407900682
11_8,11,8,0.37377987784096084,0.4993804278161582,-0.12764586121910138,0.3677078570997984,0.43779094203850166,-22.02621754023419,0.3815647654091759,0.4661799649683877,-1.9834270629845907,0.813033927520283,0.9164936409008836,-6.62651154771421
11_9,11,9,2.7528723055371156,2.9105047225301006,-3.966243685918112,0.7128211350645358,1.1315218028422949,-0.5858996605902056,1.668609828518008,1.8534065818054384,-3.495888953658512,1.4364466067195674,1.6031498116498302,-3.2901424460585282
12_1,12,1,0.09752683572392977,0.11828317903356267,-0.8069864823137924,0.16629054025752457,0.17375793586638827,-46.42277487380275,0.12051479860055324,0.1454413522722768,-2.8107417036357676,0.2079087789818786,0.23776934288500565,-6.986864672791754
12_10,12,10,0.3046860903159469,0.37482940720729624,-4.2288753227472755,0.3814047310377485,0.5635513053318196,-4.448446238360947,0.22674383820090463,0.29657800677732266,-15.83839676670959,0.8065240659680044,1.2701005126766716,-25.781008061164695
12_11,12,11,0.18288044514239163,0.2714816780742565,-0.0912244196544485,0.2957158665025396,0.3526911722977032,-4.9323757241166835,0.11278318231179893,0.14059874342410086,-1.2813770312846002,0.293445390895601,0.3439972398257843,-0.007256517142725016
12_12,12,12,0.1606663673554118,0.21245139869282853,-3.0794638998721,0.07396390800057608,0.1015907805238621,-0.5976986453029307,0.3952589066800777,0.45904366701020427,-103.63430371291764,0.17759031110692192,0.22426266876439355,-6.8162328984471445
12_2,12,2,0.09623912516184906,0.1251898486838022,-0.4442349839639499,0.18302952939286765,0.22132721215667775,0.017867891063178987,0.13788344229281246,0.16406163523795933,-9.748714037021733,0.1931311878533918,0.24495541097469448,-8.13065584531662
12_3,12,3,0.15469834473798816,0.1877496167722142,-1.515338253987105,0.21130658359620388,0.26585704110208763,-0.9840386259980458,0.13723448358731993,0.17234041619270496,-5.412764935647737,0.3261741278344982,0.40329803339760667,-2.7391513447051365
12_4,12,4,0.4185048374582108,0.5161688874081544,-0.527453147303701,0.44625410390698533,0.5588167378779513,-0.5584599372656296,0.3205044112700787,0.3809363658669813,-0.12889258718219376,0.5996151074621788,0.6826961337992175,-1.3810397995987036
12_5,12,5,0.1566035373971943,0.2030394326488239,-1.4102385876629397,0.3376716013556932,0.38716772653902,-3.545996002001141,0.172061438756173,0.2140650142240264,-4.841731301714045,0.45538441522705947,0.644127028406418,-8.678183233079855
12_6,12,6,0.34130830187587285,0.45488099309877045,-1.693695282494795,0.7205701815241956,0.7763989915208149,-16.202334809522807,0.4965688841833683,0.6119107637391116,-0.422266348556795,0.28075192491906964,0.33932694099689836,-1.6861368536977253
12_7,12,7,0.1313562442398855,0.17461804951242316,-1.5468030750583233,0.11954390343027907,0.14073151462445563,-3.4130999988432444,0.28341088908201395,0.3178045147834721,-2.575222177364541,0.19366057878934717,0.21943529000743034,-1.4478478592963522
12_8,12,8,0.1938142864765119,0.26789623527986,-5.738403731208822,0.5886333329551439,0.757948260133256,-34.3552518665185,0.19522007266717853,0.238210594393641,-5.892707047959129,0.7512509176695438,1.1483151643051452,-270.72481076974174
